"";"CTR1_24h";"CTR2_24h";"CTR3_24h";"CTR4_24h";"EV1_24h";"EV2_24h";"EV3_24h";"EV4_24h"
"ENSG00000250802|ZBED3-AS1";17;38;11;20;41;21;0;28
"ENSG00000284762|PDE8B";0;0;0;0;0;0;0;0
"ENSG00000113231|PDE8B";0;7;0;6;0;11;8;19
"ENSG00000251400|ALDH7A1P1";0;0;0;0;3;0;0;0
"ENSG00000164253|WDR41";3832;3949;3595;3050;3362;3641;3158;3683
"ENSG00000244019|RPS2P24";0;0;0;0;0;0;0;0
"ENSG00000285000";11;2;0;0;0;0;0;4
"ENSG00000251566|HMGB1P35";0;0;0;2;4;0;0;0
"ENSG00000244363|RPL7P23";4;5;6;4;5;5;8;3
"ENSG00000132842|AP3B1";5567;5240;4440;4192;4694;4813;3744;4845
"ENSG00000249372|ATP6V1G1P6";0;0;0;0;0;0;0;0
"ENSG00000253558";14;11;4;7;10;5;7;6
"ENSG00000085365|SCAMP1";5375;5976;5339;4627;6427;6343;5326;6364
"ENSG00000245556|SCAMP1-AS1";169;158;154;150;152;179;175;160
"ENSG00000145685|LHFPL2";2562;2082;2037;1676;1953;1835;1952;2033
"ENSG00000254170";0;0;0;0;0;0;0;0
"ENSG00000254310";0;0;0;0;0;0;0;0
"ENSG00000248909|HMGB1P21";0;4;1;0;3;3;0;2
"ENSG00000113273|ARSB";9089;9456;8310;7807;6945;7636;6715;8384
"ENSG00000214890";0;4;0;0;0;6;0;0
"ENSG00000132837|DMGDH";178;265;228;229;221;337;358;361
"ENSG00000132840|BHMT2";908;1289;1050;948;1095;1208;908;1256
"ENSG00000145692|BHMT";16;12;25;23;13;0;3;7
"ENSG00000249829";0;0;0;0;0;0;0;0
"ENSG00000206592";0;0;0;0;0;0;0;0
"ENSG00000250330";0;0;0;0;0;0;0;0
"ENSG00000201955|RNY3P1";0;0;0;0;0;0;0;0
"ENSG00000152409|JMY";2241;3083;2532;2384;3360;3642;3020;3855
"ENSG00000213757|RPS3AP20";4;0;0;0;2;0;3;0
"ENSG00000288846";0;0;0;0;4;14;0;12
"ENSG00000152413|HOMER1";803;1075;1078;788;1123;1228;1042;1294
"ENSG00000213755|RPL29P15";0;0;0;0;0;0;0;0
"ENSG00000286818";7;5;0;0;20;3;0;0
"ENSG00000250258";0;0;0;0;0;0;0;0
"ENSG00000164309|CMYA5";921;816;767;851;1161;1058;979;1214
"ENSG00000164329|TENT2";3553;3600;3453;3223;3999;3956;3494;4076
"ENSG00000288741";26;39;20;19;11;27;14;16
"ENSG00000177034|MTX3";5651;5233;4785;4597;5857;5704;4417;5618
"ENSG00000249778|TRMT112P2";0;0;0;0;0;0;0;0
"ENSG00000249825|THBS4-AS1";25;8;15;21;14;18;0;12
"ENSG00000113296|THBS4";2003;2053;1860;1724;2022;2583;1931;2818
"ENSG00000251050|RBX1P2";7;0;7;7;5;14;10;8
"ENSG00000248569";4;8;5;4;6;5;5;2
"ENSG00000164300|SERINC5";1449;1312;1202;1154;1219;1188;1132;1380
"ENSG00000251675";0;0;0;0;0;0;0;0
"ENSG00000220157|HNRNPA1P12";2;1;1;0;0;1;2;1
"ENSG00000251221|LINC01337";6;0;0;0;0;0;0;0
"ENSG00000039319|ZFYVE16";5275;4984;4593;4413;4560;4244;3893;4705
"ENSG00000249042|FAM151B-DT";22;20;7;6;21;19;38;24
"ENSG00000152380|FAM151B";61;87;40;60;97;55;58;75
"ENSG00000242706|RPS27AP9";0;0;0;0;0;0;0;0
"ENSG00000240003|RPL7P24";0;0;0;1;0;0;0;0
"ENSG00000289317";0;0;0;0;0;0;0;0
"ENSG00000228716|DHFR";6698;3795;3813;3657;2237;1588;2052;1780
"ENSG00000249655";5;0;2;0;0;4;0;2
"ENSG00000113318|MSH3";1528;1575;1393;1233;1345;1517;1178;1567
"ENSG00000248967";0;0;0;0;0;0;0;0
"ENSG00000244630";0;0;0;0;0;0;0;0
"ENSG00000172497|ACOT12";63;91;44;85;51;93;62;57
"ENSG00000286721";24;24;7;14;12;11;8;17
"ENSG00000251450|RASGRF2-AS1";31;10;9;9;0;0;15;13
"ENSG00000113319|RASGRF2";2349;1689;1457;1398;1482;1518;1358;1633
"ENSG00000251001";0;0;0;0;0;0;0;0
"ENSG00000247572|CKMT2-AS1";202;319;198;225;359;304;234;317
"ENSG00000131730|CKMT2";14;9;7;0;12;9;0;0
"ENSG00000249772";1;0;0;1;0;1;0;1
"ENSG00000248794";9;13;13;3;13;13;8;11
"ENSG00000131732|ZCCHC9";1874;1934;1534;1408;1594;1603;1318;1593
"ENSG00000145687|SSBP2";1807;2332;2021;1817;2293;2719;2285;2933
"ENSG00000293465";64;97;65;64;98;155;79;106
"ENSG00000205464|ATP6AP1L";19;4;0;0;17;0;6;17
"ENSG00000248112";0;0;0;0;0;0;0;0
"ENSG00000251495|PPIAP11";9;8;8;1;1;3;1;3
"ENSG00000248192|ATG10-AS1";0;0;0;0;0;0;0;0
"ENSG00000152348|ATG10";389;313;293;320;365;415;302;371
"ENSG00000236447|ATG10-IT1";2;1;1;0;0;4;0;0
"ENSG00000265684|RN7SL378P";0;0;0;3;0;0;0;0
"ENSG00000251374";0;0;0;0;3;0;0;0
"ENSG00000186468|RPS23";18770;20692;17749;16033;21596;24832;21508;25627
"ENSG00000249664";5;0;2;8;4;2;0;0
"ENSG00000251552|COQ10BP2";0;0;0;0;0;0;0;0
"ENSG00000271862";50;52;39;26;31;57;14;30
"ENSG00000174695|TMEM167A";8599;9152;8523;7315;8696;8835;7710;8987
"ENSG00000238835|SCARNA18";2;7;3;4;5;4;2;3
"ENSG00000152422|XRCC4";943;787;861;693;585;481;408;529
"ENSG00000243385";9;2;4;1;4;0;0;0
"ENSG00000145681|HAPLN1";2364;2674;2750;2238;1944;2008;1657;1923
"ENSG00000253073|RN7SKP295";0;0;0;0;0;0;0;0
"ENSG00000206744|RNU6-620P";0;0;0;0;0;0;0;0
"ENSG00000249835|VCAN-AS1";4;2;2;3;3;2;2;3
"ENSG00000038427|VCAN";37725;33898;32155;30309;32867;32136;29122;33993
"ENSG00000164176|EDIL3";12256;13863;13255;11529;14904;17772;13191;17213
"ENSG00000252861|RNU6-448P";0;0;0;0;0;0;0;0
"ENSG00000250320|EDIL3-DT";118;120;85;82;56;97;97;131
"ENSG00000127184|COX7C";3479;3911;3651;3007;3980;4311;3529;4845
"ENSG00000284078|SNORD138";1;1;1;1;1;1;1;1
"ENSG00000249061";0;0;0;0;0;0;0;0
"ENSG00000251951|RN7SKP34";0;0;0;0;0;0;0;0
"ENSG00000265919|MIR4280";0;0;0;0;0;0;0;0
"ENSG00000233828|MIR4280HG";0;0;0;11;0;0;0;0
"ENSG00000145715|RASA1";6404;5894;5346;4759;4785;5083;4267;5610
"ENSG00000241243|RN7SL629P";0;0;0;0;0;0;0;0
"ENSG00000207452|RNU6-606P";0;0;0;0;0;0;0;0
"ENSG00000200462|RNU6-727P";0;0;0;0;0;0;0;0
"ENSG00000134480|CCNH";2276;2025;1839;1879;1734;1694;1361;1852
"ENSG00000285190";0;5;0;5;5;8;10;5
"ENSG00000164180|TMEM161B";1151;912;911;1012;923;791;659;786
"ENSG00000247828|TMEM161B-DT";840;839;856;837;854;743;605;891
"ENSG00000207129|RNA5SP187";0;0;0;0;0;0;0;0
"ENSG00000240083|RPS3AP22";4;0;0;0;0;0;0;0
"ENSG00000250156|LINC02060";0;0;0;0;0;0;0;0
"ENSG00000271904";0;0;0;0;0;0;0;0
"ENSG00000206958|SNORA70";0;0;0;0;0;0;0;0
"ENSG00000250306";0;3;0;0;0;0;1;0
"ENSG00000255647";5;13;0;13;5;3;0;6
"ENSG00000153140|CETN3";1079;876;1071;850;811;746;675;875
"ENSG00000245526|LINC00461";0;0;4;3;0;0;0;0
"ENSG00000250705|H3P23";0;0;0;0;0;0;0;0
"ENSG00000284447|MIR9-2";0;0;0;0;0;0;0;0
"ENSG00000245864|MEF2C-AS2";0;0;0;0;0;0;0;0
"ENSG00000289008";0;0;0;0;0;0;0;0
"ENSG00000250377";0;0;0;0;0;0;0;0
"ENSG00000250555";0;0;0;0;0;0;0;0
"ENSG00000081189|MEF2C";351;332;312;324;353;393;266;395
"ENSG00000248309|MEF2C-AS1";13;0;9;10;10;0;22;16
"ENSG00000288740";0;0;0;0;0;0;0;0
"ENSG00000113356|POLR3G";321;235;169;158;143;118;120;94
"ENSG00000164199|ADGRV1";0;0;0;0;0;0;0;10
"ENSG00000249514|LYSETP1";0;0;0;0;0;0;0;0
"ENSG00000248323|LUCAT1";309;238;283;223;190;214;214;160
"ENSG00000212930";0;0;0;0;0;0;0;0
"ENSG00000251093";0;0;1;0;0;0;0;0
"ENSG00000199643|RNU4-90P";0;0;0;0;0;0;0;0
"ENSG00000176055|MBLAC2";518;566;475;497;497;630;437;496
"ENSG00000176018|LYSMD3";2115;2113;2039;1938;1811;1865;1566;1964
"ENSG00000285618";0;0;3;0;2;0;0;0
"ENSG00000234292";2;5;0;5;0;20;0;0
"ENSG00000286638";4;3;8;9;5;4;3;0
"ENSG00000281357|ARRDC3-AS1";42;43;29;29;29;0;22;45
"ENSG00000251356|RAB5CP2";0;0;0;0;0;4;0;0
"ENSG00000113369|ARRDC3";6497;8396;7655;7073;11278;12283;10249;11646
"ENSG00000237187|NR2F1-AS1";667;628;498;520;510;599;532;633
"ENSG00000175745|NR2F1";481;409;354;464;475;531;406;572
"ENSG00000287180";0;0;0;0;0;0;0;0
"ENSG00000272406";0;0;0;0;0;0;0;0
"ENSG00000287447";0;0;0;0;0;0;0;0
"ENSG00000113391|FAM172A";2509;2842;2371;2171;2825;2982;2727;3151
"ENSG00000284336|MIR2277";1;1;1;1;1;1;1;1
"ENSG00000249353|NPM1P27";149;137;128;110;127;126;113;136
"ENSG00000248483|POU5F2";55;52;21;52;37;29;24;17
"ENSG00000251023";19;20;9;10;15;18;8;27
"ENSG00000286577";0;0;4;6;7;5;0;0
"ENSG00000185261|KIAA0825";469;489;392;393;554;433;461;585
"ENSG00000251544|MTND5P12";0;0;0;0;0;0;0;0
"ENSG00000254132|MTND6P3";0;0;0;0;0;1;0;0
"ENSG00000251340|MTCYBP35";0;0;0;0;0;0;0;0
"ENSG00000232578";0;0;0;0;0;0;0;0
"ENSG00000133302|SLF1";1311;817;790;776;699;533;539;576
"ENSG00000175471|MCTP1";0;0;4;4;4;7;2;17
"ENSG00000249175";0;0;0;0;0;0;0;0
"ENSG00000243806|RPL7P18";0;0;0;0;0;0;0;0
"ENSG00000276514";0;0;0;0;0;0;0;0
"ENSG00000249545|MCTP1-AS1";0;0;0;0;0;0;0;0
"ENSG00000270133";8;4;4;0;10;6;0;0
"ENSG00000178015|GPR150";52;56;38;53;48;48;15;26
"ENSG00000251000|GGCTP1";0;0;0;0;0;0;0;6
"ENSG00000251409";0;0;0;0;0;0;0;0
"ENSG00000236882|LINC01554";0;4;9;0;0;13;0;5
"ENSG00000272021";0;0;0;0;0;0;7;0
"ENSG00000175449|RFESD";105;92;80;53;67;94;35;42
"ENSG00000145757|SPATA9";29;46;24;21;26;34;30;17
"ENSG00000164292|RHOBTB3";16116;19193;18176;15981;19014;21643;16185;21542
"ENSG00000173221|GLRX";685;846;675;673;704;690;607;625
"ENSG00000250240";14;32;20;18;40;19;10;32
"ENSG00000251348|HSPD1P11";90;85;99;107;45;38;37;41
"ENSG00000198677|SKIC3";14322;14903;13351;12408;13348;13748;11301;13858
"ENSG00000212259|RNU6-308P";0;0;0;0;0;0;0;0
"ENSG00000164291|ARSK";4050;3635;3168;2961;2686;2842;2369;2528
"ENSG00000247121";22;11;0;9;11;0;19;33
"ENSG00000164308|ERAP2";155;109;103;120;121;96;88;138
"ENSG00000113441|LNPEP";5093;4461;4709;4180;4413;4204;4008;4656
"ENSG00000200884|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000227836";0;0;1;0;0;0;0;0
"ENSG00000145721|LIX1";0;0;0;0;0;0;0;0
"ENSG00000248758";0;0;0;0;0;0;0;0
"ENSG00000251054";0;0;0;0;0;0;0;0
"ENSG00000249761";0;0;0;0;0;0;0;0
"ENSG00000251389|YTHDF1P1";0;0;0;7;0;0;0;0
"ENSG00000251513|LIX1-AS1";4;0;0;0;0;0;9;3
"ENSG00000058729|RIOK2";1729;1703;1392;1284;1509;1655;1348;1628
"ENSG00000206698|RNU1-73P";3;10;4;0;2;4;1;4
"ENSG00000286828";0;10;4;17;19;11;19;0
"ENSG00000250331|LINC01340";0;3;0;0;0;0;0;0
"ENSG00000248931|MTCYBP40";0;0;0;0;0;0;0;0
"ENSG00000286953";0;0;0;0;0;0;0;0
"ENSG00000248202|LINC02234";0;0;0;0;11;0;0;0
"ENSG00000238000|PSME2P1";8;5;9;3;5;0;7;14
"ENSG00000249990|MTCO2P24";0;0;0;0;0;0;0;0
"ENSG00000249448|MTCO1P24";0;0;0;0;0;0;0;0
"ENSG00000251102|CTBP2P4";3;2;3;0;2;3;0;3
"ENSG00000250955";0;0;0;0;0;0;0;0
"ENSG00000213716|FABP5P5";0;0;0;0;0;0;0;0
"ENSG00000207578|MIR583";1;0;0;0;0;0;0;0
"ENSG00000289337";0;0;0;0;0;0;0;0
"ENSG00000206997|RNU6-524P";0;0;0;0;0;0;0;0
"ENSG00000249746";0;0;0;0;0;0;0;0
"ENSG00000175426|PCSK1";10;7;8;8;13;0;3;0
"ENSG00000251314";7;17;9;7;19;12;13;28
"ENSG00000153113|CAST";17276;16835;16011;14750;14910;16412;14001;18027
"ENSG00000249180";0;5;0;0;0;0;0;0
"ENSG00000164307|ERAP1";1934;2338;2067;1942;2286;2390;1992;2328
"ENSG00000248734";9;18;14;13;11;5;10;5
"ENSG00000272109";0;3;0;0;2;0;1;0
"ENSG00000118985|ELL2";14795;15675;13965;11363;8250;7193;7034;7501
"ENSG00000250551|MIR583HG";5;2;1;3;4;0;1;7
"ENSG00000250158";5;0;0;2;0;0;8;2
"ENSG00000246763|RGMB-AS1";264;205;144;190;143;147;149;122
"ENSG00000174136|RGMB";31678;22383;20789;19147;20156;19411;18333;21283
"ENSG00000279232";0;9;10;14;8;11;12;20
"ENSG00000153922|CHD1";3606;3207;2857;2609;2739;2442;2261;2763
"ENSG00000222610|RNU6-402P";0;0;0;0;0;0;0;0
"ENSG00000248489|CHD1-DT";213;212;165;139;173;205;123;160
"ENSG00000200351|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000241597";0;2;1;0;3;0;0;0
"ENSG00000249787";0;0;0;0;0;0;0;4
"ENSG00000247877|FAM174A-DT";0;0;0;13;14;11;0;0
"ENSG00000174132|FAM174A";679;783;798;616;704;719;857;796
"ENSG00000221263|MIR548P";0;0;0;0;0;0;0;0
"ENSG00000113532|ST8SIA4";0;0;0;3;0;3;5;4
"ENSG00000173930|SLCO4C1";0;0;0;0;0;0;0;0
"ENSG00000175749|EIF3KP1";0;7;3;0;3;0;14;12
"ENSG00000145730|PAM";21447;24623;22437;20480;29450;32284;27632;34884
"ENSG00000181751|MACIR";2314;1493;1347;1263;958;918;710;963
"ENSG00000145723|GIN1";543;489;392;394;458;554;402;500
"ENSG00000145725|PPIP5K2";8371;7895;7570;6378;6809;6635;5251;6250
"ENSG00000112874|NUDT12";1194;1112;1069;1034;1220;1310;966;1293
"ENSG00000249959";14;0;0;3;0;0;8;12
"ENSG00000184349|EFNA5";1130;779;769;881;1274;1264;1196;1455
"ENSG00000272523|LINC01023";42;53;35;24;61;30;26;38
"ENSG00000289260";27;29;15;3;11;13;35;16
"ENSG00000145743|FBXL17";1730;1879;1814;1488;2009;1955;1674;1859
"ENSG00000286503";13;5;0;2;4;8;2;0
"ENSG00000249476";56;59;95;56;67;51;46;88
"ENSG00000250383";0;0;0;0;0;0;0;0
"ENSG00000207404|Y_RNA";2;0;0;4;0;0;2;5
"ENSG00000250441";0;0;0;0;0;0;0;0
"ENSG00000151422|FER";4970;4779;4604;4362;4562;4734;3868;4888
"ENSG00000206593|RNU6-47P";0;0;0;0;0;0;0;0
"ENSG00000249921|RACK1P1";9;16;8;0;4;8;2;7
"ENSG00000176857|GJA1P1";0;0;0;0;1;2;1;3
"ENSG00000286882";3;0;0;2;0;0;0;0
"ENSG00000198961|PJA2";9613;9599;8768;8276;10204;10817;9239;10993
"ENSG00000253224|PGAM5P1";0;0;0;0;0;0;0;0
"ENSG00000254106|LINC01848";0;0;0;0;0;0;0;0
"ENSG00000202512|RN7SKP230";0;0;0;0;0;0;0;0
"ENSG00000249068";0;0;0;0;0;0;0;0
"ENSG00000271849|MAN2A1-DT";6;0;14;0;12;19;3;3
"ENSG00000112893|MAN2A1";16345;17552;15774;14258;16681;17128;14997;17555
"ENSG00000251627";0;0;0;0;0;0;0;0
"ENSG00000248428";0;0;0;0;0;0;0;0
"ENSG00000145777|TSLP";124;132;109;69;171;197;128;283
"ENSG00000253613";0;0;0;0;0;0;0;0
"ENSG00000186952|TMEM232";43;90;92;40;91;115;63;96
"ENSG00000221436|MIR548F3";0;0;0;0;0;0;0;0
"ENSG00000207177";0;0;0;0;0;0;0;0
"ENSG00000164209|SLC25A46";6873;7106;7118;6114;6762;7352;6240;7487
"ENSG00000214784|RPS3AP21";3;3;0;3;2;4;1;7
"ENSG00000134987|WDR36";4652;3927;3770;3632;4182;3723;3639;4131
"ENSG00000152495|CAMK4";282;141;174;162;131;86;144;117
"ENSG00000249318";0;0;0;0;0;0;0;0
"ENSG00000248268";0;0;0;0;0;3;0;0
"ENSG00000288965";0;6;0;0;0;0;0;0
"ENSG00000129595|EPB41L4A";26;31;34;46;24;9;13;5
"ENSG00000224032|EPB41L4A-AS1";489;632;490;401;787;929;774;893
"ENSG00000250882";0;0;0;0;0;0;0;0
"ENSG00000251187";0;0;0;0;0;0;0;0
"ENSG00000251076";0;0;0;0;0;0;0;0
"ENSG00000248350";0;0;0;0;0;0;0;0
"ENSG00000238363|SNORA13";1;1;1;1;1;1;1;1
"ENSG00000164211|STARD4";3472;3611;3298;2828;2915;2951;2258;3106
"ENSG00000251099";0;0;0;0;0;0;0;0
"ENSG00000134986|NREP";5577;6150;5686;4794;5584;5719;4807;5876
"ENSG00000246859|STARD4-AS1";61;38;52;25;46;53;88;60
"ENSG00000249439|HMGN1P14";0;0;0;0;0;0;0;0
"ENSG00000250095|NREP-AS1";0;0;0;0;0;0;0;0
"ENSG00000249619|HMGN1P13";3;0;0;2;0;0;0;0
"ENSG00000253057|RN7SKP57";0;2;4;3;3;1;0;0
"ENSG00000134982|APC";6710;6115;5513;5217;4920;4630;4130;4829
"ENSG00000250045|CBX3P3";0;0;0;0;0;0;0;0
"ENSG00000212370|RNU6-482P";0;1;0;0;2;0;0;0
"ENSG00000258864";1;6;3;0;6;1;8;1
"ENSG00000153037|SRP19";2106;2205;2001;1739;1899;1724;1567;1990
"ENSG00000129625|REEP5";3843;3773;3802;3229;4414;4872;4006;5130
"ENSG00000249947|XBP1P1";0;7;4;1;7;0;3;2
"ENSG00000212643|ZRSR2P1";4;18;3;8;3;5;6;4
"ENSG00000047188|YTHDC2";2036;2073;1839;1575;1889;1710;1220;1737
"ENSG00000172795|DCP2";3629;3094;3434;3042;3514;3617;2969;3390
"ENSG00000171444|MCC";500;509;502;414;785;917;811;944
"ENSG00000232633";0;0;0;0;0;0;0;0
"ENSG00000212122|TSSK1B";0;0;1;3;0;0;0;0
"ENSG00000152503|TRIM36";27;28;19;29;0;3;8;14
"ENSG00000250472|TRIM36-IT1";0;7;0;0;0;0;0;0
"ENSG00000222706|RN7SKP89";0;1;0;0;0;2;3;0
"ENSG00000080709|KCNN2";386;500;463;454;283;390;281;392
"ENSG00000251542|LINC01957";0;0;0;0;0;0;0;0
"ENSG00000246316";0;0;0;0;0;0;0;0
"ENSG00000164219|PGGT1B";1943;1659;1699;1445;1684;1863;1463;1667
"ENSG00000271797";10;3;11;5;9;3;3;9
"ENSG00000164221|CCDC112";607;571;495;419;400;432;443;508
"ENSG00000250197|HMGN1P15";0;1;0;0;0;0;3;0
"ENSG00000145780|FEM1C";1343;1095;1006;852;854;870;835;1049
"ENSG00000249021";1;0;0;0;0;0;0;0
"ENSG00000129596|CDO1";113;98;91;130;193;192;148;218
"ENSG00000249249|TICAM2-AS1";24;15;13;21;20;17;12;52
"ENSG00000243414|TICAM2";953;233;841;847;797;747;580;185
"ENSG00000251201|TMED7-TICAM2";1136;1406;640;593;566;704;679;1547
"ENSG00000134970|TMED7";16445;16384;15412;14237;14987;15535;12447;14383
"ENSG00000172901|LVRN";51;22;25;28;27;44;17;37
"ENSG00000248295|DDX43P1";0;0;0;0;0;0;0;0
"ENSG00000268223|ARL14EPL";0;0;0;0;0;0;0;0
"ENSG00000185641";32;23;15;12;28;19;29;24
"ENSG00000272265";1;0;6;4;11;0;0;3
"ENSG00000145782|ATG12";5162;4969;4754;4328;4905;5100;4345;4955
"ENSG00000177879|AP3S1";4581;4679;3610;3554;3945;4414;3384;4545
"ENSG00000145781|COMMD10";1320;1170;1252;1065;1082;1074;1009;1117
"ENSG00000212457|RNU6-644P";0;0;0;0;0;0;0;0
"ENSG00000232916|HMGN2P27";0;0;0;0;0;0;0;0
"ENSG00000250015";0;0;0;0;0;0;0;0
"ENSG00000092421|SEMA6A";722;1057;774;917;927;1182;910;1092
"ENSG00000248445|SEMA6A-AS1";13;0;0;0;6;4;7;0
"ENSG00000249167|SEMA6A-AS2";9;24;9;19;13;11;28;20
"ENSG00000271918";53;49;44;50;53;94;48;32
"ENSG00000239528|RPS14P8";10;11;15;6;14;14;17;9
"ENSG00000169570|DTWD2";381;450;425;397;390;498;377;468
"ENSG00000197744|PTMAP2";25;31;24;15;19;17;14;17
"ENSG00000283498|MIR1244-2";360;312;281;254;307;285;262;283
"ENSG00000249797|LINC02147";33;26;7;32;15;20;18;19
"ENSG00000249582|RPL7L1P4";0;0;0;0;0;0;0;0
"ENSG00000250891|LINC02208";0;0;0;0;0;0;0;0
"ENSG00000250427|LINC02148";0;0;0;0;0;3;0;6
"ENSG00000145779|TNFAIP8";909;1235;1076;1099;1381;1570;1181;1676
"ENSG00000243333|RN7SL174P";0;0;0;0;0;0;0;0
"ENSG00000249494|DMXL1-DT";0;0;0;0;0;5;19;0
"ENSG00000223179|RNU6-373P";0;0;0;0;0;0;0;0
"ENSG00000250678";0;0;0;0;0;0;0;0
"ENSG00000250928|CATSPER2P2";0;0;0;0;0;0;0;0
"ENSG00000172869|DMXL1";5167;5534;5223;5012;5453;5080;4271;5305
"ENSG00000248885|SEPTIN7P10";0;0;0;0;0;0;0;0
"ENSG00000248979|LAMTOR3P2";0;0;0;0;0;0;0;0
"ENSG00000206786|RNU6-701P";1;2;0;0;0;0;0;2
"ENSG00000264536|MIR5706";2;0;3;0;2;0;0;0
"ENSG00000133835|HSD17B4";4680;5529;5005;4477;5523;5648;4814;5765
"ENSG00000213663|RPL21P58";0;0;0;0;0;0;0;0
"ENSG00000249919|FABP5P6";0;0;0;0;0;0;0;0
"ENSG00000164334|FAM170A";0;0;0;0;0;0;0;0
"ENSG00000270741|PRELID3BP8";0;0;0;0;0;0;0;0
"ENSG00000222609|RNU4-69P";0;0;0;0;0;0;0;0
"ENSG00000184838|PRR16";1665;1623;1525;1290;1647;1753;1536;1731
"ENSG00000248927";110;153;113;133;183;222;181;177
"ENSG00000229855";0;0;0;0;0;0;0;0
"ENSG00000250847";0;0;0;0;0;0;0;0
"ENSG00000247311";0;0;0;0;0;7;0;0
"ENSG00000164185|ZNF474";0;16;6;0;10;12;0;22
"ENSG00000250803";0;0;0;0;0;0;0;0
"ENSG00000249610|ZNF474-AS1";0;0;0;0;0;0;0;0
"ENSG00000151304|SRFBP1";1136;1013;963;698;668;766;683;772
"ENSG00000113083|LOX";9690;8279;7931;8975;7916;8927;7054;9512
"ENSG00000272139";0;0;2;0;0;0;0;0
"ENSG00000064692|SNCAIP";244;214;209;221;302;406;273;414
"ENSG00000249621";0;0;0;0;0;0;0;0
"ENSG00000249916";0;0;0;0;0;0;0;0
"ENSG00000250328|MGC32805";0;0;0;0;0;0;0;0
"ENSG00000289054";3;4;2;0;0;3;0;0
"ENSG00000287794";0;0;0;0;4;0;0;0
"ENSG00000205302|SNX2";3026;3118;2690;2491;3680;3637;3094;3668
"ENSG00000260686";1;1;1;1;1;1;1;1
"ENSG00000064652|SNX24";869;1040;937;799;678;633;565;712
"ENSG00000263432|RN7SL689P";10;16;7;10;26;19;13;18
"ENSG00000168938|PPIC";2258;3230;2847;2340;2863;3384;2644;3161
"ENSG00000249996|PPIC-AS1";5;5;12;6;19;14;16;16
"ENSG00000061455|PRDM6";292;323;307;229;200;166;224;235
"ENSG00000223652|PRDM6-AS1";91;80;68;63;89;82;55;51
"ENSG00000279772";4;0;2;0;0;0;0;0
"ENSG00000168944|CEP120";2506;2270;2087;1993;2203;2243;2050;2426
"ENSG00000250539|KRT8P33";29;13;15;5;10;9;6;1
"ENSG00000151292|CSNK1G3";3087;2988;2666;2411;2587;2982;2660;3163
"ENSG00000288766";3;6;7;6;8;19;7;19
"ENSG00000288890";28;21;13;8;20;32;11;28
"ENSG00000253807|LINC01170";0;0;0;0;0;0;0;0
"ENSG00000251421";0;0;0;0;0;0;0;0
"ENSG00000250862|HMGB1P29";0;0;0;0;0;0;0;0
"ENSG00000168916|ZNF608";397;372;474;289;739;687;671;793
"ENSG00000249112";0;0;0;0;0;0;0;0
"ENSG00000251456";1;0;0;5;9;5;0;0
"ENSG00000164904|ALDH7A1";1701;1668;1535;1436;1480;1540;1156;1809
"ENSG00000202082|RNU6-290P";0;0;3;2;0;2;0;0
"ENSG00000196900|SPMIP10";0;0;5;0;0;0;0;0
"ENSG00000164902|PHAX";4087;3727;3524;3211;3258;3353;3024;3658
"ENSG00000113368|LMNB1";4971;2236;2399;2186;1137;700;1054;851
"ENSG00000173926|MARCHF3";934;418;378;273;247;170;247;160
"ENSG00000242814";0;0;0;0;0;0;0;0
"ENSG00000260192|LINC02240";0;0;0;0;2;0;5;0
"ENSG00000248443";0;0;0;0;0;0;0;0
"ENSG00000249261";0;0;0;0;0;0;0;0
"ENSG00000288008";0;0;0;0;0;0;0;0
"ENSG00000250194";0;0;0;0;0;0;0;0
"ENSG00000250721|HMGB1P22";0;0;0;0;0;0;0;0
"ENSG00000248752";0;0;0;0;0;0;0;0
"ENSG00000222107|RN7SKP117";0;0;0;0;0;0;0;0
"ENSG00000250402";0;0;0;0;0;0;0;0
"ENSG00000286111";0;0;0;0;0;0;0;0
"ENSG00000249950";0;0;0;0;0;0;0;0
"ENSG00000249904";0;0;0;0;0;0;0;0
"ENSG00000241888|RPSAP37";0;0;0;0;0;0;0;0
"ENSG00000248107|LINC02039";0;0;0;0;0;0;0;0
"ENSG00000155324|GRAMD2B";5947;6800;6050;5732;6329;7126;5884;7334
"ENSG00000250602";0;0;4;0;0;0;0;0
"ENSG00000279118";460;470;503;485;594;605;509;632
"ENSG00000164241|C5orf63";151;146;104;123;127;104;53;150
"ENSG00000283897";0;0;0;0;0;7;3;14
"ENSG00000145794|MEGF10";0;0;14;7;0;12;5;21
"ENSG00000164244|PRRC1";5124;4404;4090;3880;4291;4240;3771;4490
"ENSG00000230561|CCDC192";0;0;0;0;0;0;0;0
"ENSG00000251032|CUL1P1";0;0;0;0;0;0;0;0
"ENSG00000250603";0;0;0;0;0;0;0;0
"ENSG00000245937|SLC12A2-DT";753;839;807;648;681;859;703;783
"ENSG00000064651|SLC12A2";4353;3474;3275;3069;2845;2647;2270;2628
"ENSG00000250329|POGLUT2P1";0;2;5;6;3;4;8;0
"ENSG00000066583|ISOC1";582;569;455;393;520;745;598;831
"ENSG00000264563|MIR4633";0;0;0;0;0;0;0;0
"ENSG00000286274";0;0;0;0;0;0;0;0
